	log_likelihood
9632	308.61932
9633	264.5351
9634	206.49075
9635	310.57153
9636	280.00558
9637	279.49548
9638	277.73456
9639	301.15274
9640	315.19424
9641	315.67398
9642	261.83102
9643	235.1397
9644	222.96786
9645	287.9759
9646	254.80698
9647	296.18552
9648	321.1547
9649	297.1021
9650	260.091
9651	320.71893
9652	237.05635
9653	298.3161
9654	121.558365
9655	289.90546
9656	304.74188
9657	294.21124
9658	221.04727
9659	307.15918
9660	244.2268
9661	217.8569
9662	302.7956
9663	314.65204
9664	219.50269
9665	316.51736
9666	285.93652
9667	256.09076
9668	308.57617
9669	179.96619
9670	324.07846
9671	328.79504
9672	262.48236
9673	304.6003
9674	287.9321
9675	314.30997
9676	271.46054
9677	307.4034
9678	293.47064
9679	256.6602
9680	294.12418
9681	184.63724
9682	291.77203
9683	277.6668
9684	291.19867
9685	316.84396
9686	316.28323
9687	249.00423
9688	264.09082
9689	281.043
9690	296.97137
9691	220.57242
9692	189.92314
9693	288.77524
9694	272.6521
9695	312.88013
9696	317.4499
9697	260.22754
9698	278.44464
9699	251.1362
9700	284.12274
9701	315.90338
9702	320.76047
9703	286.78378
9704	300.20728
9705	317.94373
9706	309.87628
9707	293.64578
9708	224.4688
9709	271.4164
9710	287.44125
9711	317.85065
9712	291.91083
9713	314.0402
9714	301.41824
9715	315.95392
9716	288.77188
9717	305.339
9718	247.94254
9719	264.8607
9720	289.79205
9721	246.73306
9722	311.082
9723	284.08676
9724	320.63904
9725	150.07677
9726	296.22192
9727	247.47981
9728	285.89398
9729	206.84717
9730	297.45197
9731	307.863
9732	321.1156
9733	207.23096
9734	266.45782
9735	318.73816
9736	293.28812
9737	308.11835
9738	306.29962
9739	292.22632
9740	316.54504
9741	300.82214
9742	281.78778
9743	175.75705
9744	248.60307
9745	182.92336
9746	202.08514
9747	252.25659
9748	268.0742
9749	268.4707
9750	289.3393
9751	312.65924
9752	274.88092
9753	277.3958
9754	256.43225
9755	320.53146
9756	256.23212
9757	262.38385
9758	310.11996
9759	324.69952
9760	308.4287
9761	257.44855
9762	293.60388
9763	315.68185
9764	311.5307
9765	244.80124
9766	267.6647
9767	135.99188
9768	303.54883
9769	250.60806
9770	299.84766
9771	252.47842
9772	226.26338
9773	224.07576
9774	334.68005
9775	312.92825
9776	258.48047
9777	317.26907
9778	228.04709
9779	299.99948
9780	256.31927
9781	198.40074
9782	215.87422
9783	307.96646
9784	306.7185
9785	249.54805
9786	281.14136
9787	287.98715
9788	299.01016
9789	273.2628
9790	208.46733
9791	305.96503
9792	319.20038
9793	291.95282
9794	331.13275
9795	264.9132
9796	286.06357
9797	301.94772
9798	264.7399
9799	288.14127
9800	296.33185
9801	278.75153
9802	287.53302
9803	292.164
9804	292.18475
9805	311.00043
9806	219.50198
9807	276.0572
9808	272.4774
9809	305.12592
9810	268.12936
9811	317.18997
9812	303.2265
9813	316.0866
9814	223.6503
9815	284.22452
9816	277.05103
9817	311.5139
9818	277.52588
9819	314.85245
9820	199.18156
9821	283.75836
9822	295.5285
9823	298.22293
9824	269.89557
9825	199.18686
9826	190.71327
9827	244.51884
9828	306.46136
9829	279.8773
9830	282.90192
9831	287.3675
9832	264.48047
9833	300.31274
9834	183.45392
9835	288.32828
9836	285.14822
9837	268.3484
9838	249.94966
9839	211.86311
9840	310.66705
9841	282.24
9842	286.08084
9843	162.15044
9844	303.41998
9845	291.77536
9846	180.06308
9847	293.34195
9848	276.41473
9849	300.646
9850	324.30737
9851	296.49136
9852	317.597
9853	262.90906
9854	279.34003
9855	295.3377
9856	312.7444
9857	316.74384
9858	264.3092
9859	294.45853
9860	310.48117
9861	306.26987
9862	276.02606
9863	291.39313
9864	316.8404
9865	239.31645
9866	222.38443
9867	270.7409
9868	262.22525
9869	258.6067
9870	274.91406
9871	307.5918
9872	257.2002
9873	258.742
9874	312.14575
9875	261.44
9876	295.47852
9877	259.18912
9878	218.15042
9879	226.39963
9880	253.15154
9881	257.17435
9882	326.92352
9883	304.0374
9884	300.5022
9885	297.2313
9886	288.93497
9887	290.18365
9888	172.60423
9889	304.70987
9890	254.29297
9891	277.23398
9892	118.217064
9893	238.24716
9894	182.34299
9895	296.1791
9896	211.71658
9897	125.16948
9898	259.82855
9899	264.51114
9900	248.95572
9901	330.9798
9902	263.0695
9903	259.04187
9904	294.23465
9905	219.75464
9906	260.40686
9907	288.63666
9908	283.5816
9909	288.86514
9910	316.4159
9911	283.61752
9912	310.21408
9913	282.90665
9914	320.3493
9915	297.89313
9916	280.6305
9917	291.15094
9918	296.6071
9919	278.5653
9920	303.9239
9921	269.44205
9922	266.41138
9923	298.76877
9924	244.27925
9925	291.25684
9926	272.8144
9927	241.17912
9928	268.361
9929	284.10104
9930	291.77206
9931	195.65218
9932	323.90112
9933	277.1434
9934	152.06068
9935	312.38422
9936	287.2707
9937	274.62152
9938	226.9924
9939	258.33783
9940	177.7647
9941	226.47714
9942	220.60556
9943	287.29138
9944	297.708
9945	293.39413
9946	302.14282
9947	287.6053
9948	289.2796
9949	245.47452
9950	124.592575
9951	313.50723
9952	264.12238
9953	191.55965
9954	282.23816
9955	309.07452
9956	241.02261
9957	307.73376
9958	310.92126
9959	316.54868
9960	193.44742
9961	274.5203
9962	312.93344
9963	300.43893
9964	295.17816
9965	307.93268
9966	317.79456
9967	303.46085
9968	251.01599
9969	310.0102
9970	274.7162
9971	231.70943
9972	271.761
9973	318.80408
9974	265.63437
9975	240.94633
9976	289.03598
9977	292.61203
9978	255.60046
9979	289.23203
9980	308.204
9981	293.23517
9982	235.85959
9983	155.57184
9984	264.24017
9985	305.69696
9986	225.2858
9987	257.9949
9988	179.99718
9989	259.69186
9990	261.13617
9991	253.84879
9992	296.45038
9993	278.39722
9994	324.7453
9995	278.95377
9996	258.53784
9997	257.81802
9998	256.5116
9999	307.38116
10000	285.1647
10001	215.1294
10002	312.878
10003	256.3282
10004	311.84793
10005	225.78499
10006	285.21378
10007	235.79634
10008	217.30363
10009	284.52332
10010	270.70837
10011	259.87534
10012	301.88937
10013	9.049627
10014	164.80582
10015	278.49725
10016	284.95502
10017	253.02058
10018	284.31088
10019	292.08243
10020	310.85553
10021	266.62524
10022	259.998
10023	311.0134
10024	239.13522
10025	305.96976
10026	302.8801
10027	264.05487
10028	245.24748
10029	292.0321
10030	258.13162
10031	297.29166
10032	311.55817
10033	279.63428
10034	310.46744
10035	256.812
10036	304.84286
10037	262.7188
10038	310.04617
10039	288.66605
10040	281.32486
10041	259.1424
10042	318.81485
10043	312.18085
10044	259.79492
10045	293.6126
10046	313.156
10047	310.0986
10048	214.48491
10049	262.867
10050	300.1609
10051	251.46078
10052	264.41275
10053	130.98845
10054	224.9248
10055	269.03864
10056	315.22318
10057	267.80826
10058	240.17532
10059	279.07303
10060	251.77054
10061	282.03726
10062	285.13315
10063	289.0213
10064	276.3296
10065	235.44498
10066	233.03804
10067	290.8593
10068	299.6561
10069	248.0427
10070	293.18396
10071	284.03137
10072	289.94434
10073	190.19327
10074	297.51675
10075	289.56802
10076	274.80435
10077	267.9037
10078	283.13806
10079	247.53934
10080	272.79507
10081	307.86362
10082	279.33136
10083	45.710987
10084	310.28793
10085	286.88666
10086	191.47774
10087	319.01642
10088	244.4908
10089	272.62646
10090	250.86023
10091	290.5784
10092	305.72015
10093	326.40332
10094	262.4155
10095	272.32718
10096	256.29565
10097	295.8465
10098	262.16928
10099	225.86133
10100	280.65
10101	277.7429
10102	311.6505
10103	259.42416
10104	262.51465
10105	254.61552
10106	236.3123
10107	304.87225
10108	299.28467
10109	280.2492
10110	277.94467
10111	308.9875
10112	285.30017
10113	273.61322
10114	311.36627
10115	272.77548
10116	309.25098
10117	235.58965
10118	298.1578
10119	283.61362
10120	308.97302
10121	179.81598
10122	295.0959
10123	274.4461
10124	300.41473
10125	304.33246
10126	247.93478
10127	276.55273
10128	237.44174
10129	255.28067
10130	227.14522
10131	308.91016
10132	271.0418
10133	318.87894
10134	268.6045
10135	304.21643
10136	307.34015
10137	306.2448
10138	294.5843
10139	329.43924
10140	320.5
10141	290.75116
10142	286.3755
10143	315.39078
10144	319.04614
10145	289.75244
10146	309.2944
10147	310.72873
10148	307.7552
10149	305.7686
10150	327.94708
10151	204.61949
10152	304.6429
10153	313.4671
10154	307.71722
10155	306.6268
10156	299.90485
10157	291.58344
10158	327.75055
10159	324.09433
10160	247.77592
10161	161.70296
10162	321.1407
10163	251.6169
10164	266.5111
10165	325.5904
10166	296.98633
10167	108.270676
10168	307.74393
10169	306.60645
10170	328.00226
10171	329.14838
10172	316.39053
10173	247.14261
10174	285.14337
10175	317.71393
10176	308.66992
10177	335.60938
10178	300.54608
10179	323.76508
10180	320.67838
10181	232.87712
10182	327.44785
10183	327.39352
10184	323.8098
10185	286.47107
10186	334.80777
10187	309.96005
10188	326.07388
10189	298.7503
10190	295.32098
10191	283.67752
10192	291.7188
10193	283.44974
10194	291.6631
10195	337.25998
10196	249.40105
10197	344.65033
10198	318.39432
10199	272.95538
10200	300.39493
10201	334.82233
10202	302.12787
10203	327.9296
10204	291.19263
10205	340.4563
10206	312.7201
10207	276.66202
10208	309.41464
10209	330.94217
10210	310.3233
10211	317.4477
10212	298.93988
10213	295.4547
10214	329.39883
10215	330.1938
10216	297.70416
10217	326.5297
10218	317.28723
10219	327.5231
10220	305.4578
10221	251.61494
10222	276.40997
10223	324.2528
10224	285.35687
10225	328.77213
10226	313.20886
10227	335.98016
10228	256.0731
10229	297.8079
10230	267.13794
10231	287.67108
10232	320.1042
10233	287.73413
10234	315.52066
10235	293.3897
10236	314.7868
10237	250.95882
10238	262.0327
10239	309.19324
10240	314.5263
10241	308.2249
10242	215.92131
10243	308.01953
10244	334.69318
10245	336.55313
10246	321.1285
10247	302.2439
10248	323.63632
10249	299.6462
10250	332.10312
10251	277.1364
10252	283.2747
10253	324.7514
10254	298.61172
10255	280.0867
10256	329.69946
10257	261.6308
10258	284.48618
10259	318.02655
10260	338.49893
10261	326.48575
10262	327.13785
10263	289.3248
10264	321.0649
10265	209.39828
10266	298.86444
10267	308.60895
10268	256.38635
10269	243.80115
10270	261.08487
10271	298.1212
10272	303.93512
10273	323.04596
10274	311.49136
10275	306.88907
10276	294.1998
10277	325.0019
10278	299.8261
10279	306.04803
10280	280.11768
10281	269.53827
10282	238.92607
10283	323.0993
10284	341.831
10285	315.46393
10286	320.2038
10287	295.81088
10288	317.03894
10289	319.3169
10290	329.69144
10291	311.59448
10292	203.16708
10293	335.90512
10294	332.4689
10295	342.55304
10296	297.8248
10297	313.80353
10298	305.79745
10299	315.47818
10300	332.33585
10301	338.86655
10302	314.1447
10303	323.08795
10304	303.71387
10305	306.14972
10306	315.8708
10307	324.82684
10308	328.5814
10309	322.521
10310	326.0226
10311	321.97894
10312	291.438
10313	316.9252
10314	324.08044
10315	322.35663
10316	308.5639
10317	245.54898
10318	286.1426
10319	336.0931
10320	297.90555
10321	273.8709
10322	310.22995
10323	306.7657
10324	263.72632
10325	301.99985
10326	331.64487
10327	303.7868
10328	295.6369
10329	304.77036
10330	303.91318
10331	303.68262
10332	265.01965
10333	337.22305
10334	310.52216
10335	337.31873
10336	264.11383
10337	236.71294
10338	315.8854
10339	302.55463
10340	331.55853
10341	291.062
10342	315.6127
10343	276.54318
10344	239.35405
10345	239.0127
10346	243.58298
10347	331.51013
10348	264.8465
10349	294.166
10350	327.2037
10351	269.87143
10352	305.44647
10353	325.49637
10354	265.76044
10355	299.56998
10356	314.36984
10357	316.8146
10358	264.9683
10359	328.9559
10360	312.4549
10361	321.35144
10362	309.67722
10363	308.61346
10364	264.4085
10365	276.2444
10366	308.08258
10367	302.31927
10368	273.5136
10369	314.07257
10370	326.58734
10371	305.48428
10372	313.48224
10373	333.78134
10374	308.92856
10375	317.1115
10376	320.1307
10377	209.08516
10378	314.83212
10379	334.55807
10380	312.87973
10381	322.36636
10382	306.60208
10383	287.54944
10384	311.875
10385	285.498
10386	325.89288
10387	313.49722
10388	274.44568
10389	332.9005
10390	283.95834
10391	303.11127
10392	320.88248
10393	277.47748
10394	319.25644
10395	317.13177
10396	283.85138
10397	324.96143
10398	331.5801
10399	304.9977
10400	333.46942
10401	305.1585
10402	337.82178
10403	311.82562
10404	294.7929
10405	312.63672
10406	332.6066
10407	309.17987
10408	321.26068
10409	249.74336
10410	330.04407
10411	235.48083
10412	321.0467
10413	302.29816
10414	287.0286
10415	293.08707
10416	317.3487
10417	306.30072
10418	320.8267
10419	326.52896
10420	305.5914
10421	315.44638
10422	241.31177
10423	321.7554
10424	326.12115
10425	259.5302
10426	309.1656
10427	315.5152
10428	323.8163
10429	329.14984
10430	234.29895
10431	328.30737
10432	331.81308
10433	322.19086
10434	302.5499
10435	326.6292
10436	325.2897
10437	322.67953
10438	317.1284
10439	326.4104
10440	281.4233
10441	311.94702
10442	269.5166
10443	302.46906
10444	322.43903
10445	286.41962
10446	313.47034
10447	282.64752
10448	312.86798
10449	331.04712
10450	307.67416
10451	298.54752
10452	286.94498
10453	332.42703
10454	313.1822
10455	330.2839
10456	279.12518
10457	297.28867
10458	317.10565
10459	256.94888
10460	305.67233
10461	306.69174
10462	232.90048
10463	301.72635
10464	309.16415
10465	304.96597
10466	305.94727
10467	323.97736
10468	242.99968
10469	323.19882
10470	305.61142
10471	284.28766
10472	320.26105
10473	280.46027
10474	330.66742
10475	307.42056
10476	320.21158
10477	320.36707
10478	232.23625
10479	282.479
10480	323.70383
10481	300.03232
10482	279.34583
10483	284.7975
10484	302.38446
10485	333.00067
10486	327.6377
10487	332.59592
10488	310.58936
10489	313.11707
10490	287.6556
10491	320.19614
10492	284.9941
10493	310.3869
10494	320.51218
10495	321.97076
10496	293.52106
10497	293.3032
10498	317.20743
10499	309.75864
10500	330.23648
10501	313.3126
10502	259.26154
10503	153.2946
10504	313.51105
10505	318.54727
10506	233.12292
10507	311.72504
10508	299.21283
10509	328.29086
10510	299.5357
10511	324.73285
10512	247.10269
10513	330.6818
10514	325.6633
10515	322.2691
10516	321.47232
10517	317.8321
10518	183.04068
10519	280.0163
10520	306.8658
10521	320.56363
10522	277.0064
10523	320.2243
10524	304.61337
10525	283.09344
10526	321.17276
10527	323.34027
10528	237.99905
10529	316.62433
10530	310.44684
10531	335.7049
10532	305.1796
10533	302.35687
10534	273.51596
10535	308.37067
10536	340.72787
10537	238.22578
10538	244.21985
10539	296.29144
10540	287.17728
10541	325.5568
10542	307.24875
10543	299.46304
10544	314.00293
10545	316.6792
10546	251.27713
10547	318.999
10548	318.78162
10549	305.56146
10550	333.5401
10551	317.43237
10552	279.54608
10553	310.10568
10554	324.42783
10555	292.13232
10556	245.54036
10557	319.1064
10558	275.73047
10559	309.95737
10560	298.82037
10561	314.3094
10562	313.61386
10563	316.25687
10564	310.8366
10565	297.9776
10566	310.60504
10567	323.85757
10568	313.8791
10569	286.91977
10570	272.69073
10571	273.79376
10572	216.8979
10573	219.4292
10574	319.7803
10575	312.1706
10576	335.19626
10577	314.3064
10578	307.79788
10579	322.56976
10580	311.5212
10581	325.2453
10582	286.4925
10583	278.3648
10584	78.94789
10585	308.6056
10586	321.01993
10587	326.30133
10588	271.0604
10589	314.0644
10590	336.42755
10591	325.52588
10592	305.58716
10593	315.01343
10594	313.0039
10595	292.87872
10596	314.32187
10597	299.98782
10598	334.40033
10599	230.31828
10600	318.3205
10601	314.52838
10602	311.8113
10603	283.00177
10604	317.06915
10605	335.10553
10606	293.89206
10607	285.43423
10608	315.69733
10609	321.97308
10610	330.32477
10611	221.42314
10612	302.81815
10613	309.88052
10614	319.1304
10615	315.39886
10616	287.78897
10617	316.44855
10618	243.0347
10619	332.86588
10620	291.84686
10621	293.1772
10622	303.80536
10623	275.23322
10624	273.95078
10625	316.5022
10626	282.67072
10627	306.4524
10628	315.71628
10629	302.13712
10630	326.25177
10631	308.69946
10632	286.34732
10633	250.3553
10634	320.9338
10635	332.0331
10636	292.0116
10637	239.0961
10638	324.83664
10639	314.17303
10640	309.93448
10641	272.45502
10642	308.19373
10643	314.58188
10644	305.33386
10645	309.50543
10646	329.77734
10647	304.57544
10648	296.216
10649	328.07318
10650	285.88507
10651	317.3309
10652	292.7126
10653	291.9541
10654	206.83322
10655	284.1311
10656	307.1137
10657	299.37408
10658	295.0028
10659	300.83798
10660	250.43472
10661	315.34726
10662	295.5056
10663	295.34528
10664	301.1229
10665	315.84033
10666	312.96893
10667	317.5646
10668	325.88666
10669	307.62958
10670	302.70786
10671	325.2434
10672	307.01398
10673	319.0293
10674	304.34955
10675	296.21518
10676	331.28058
10677	257.46777
10678	323.6166
10679	332.84366
10680	288.72617
10681	314.72888
10682	308.69156
10683	295.86862
10684	305.5522
10685	319.31027
10686	327.8186
10687	311.372
10688	250.79843
10689	297.11353
10690	320.2369
10691	236.15121
10692	290.80356
10693	307.46912
10694	315.13327
10695	229.83524
10696	246.73526
10697	237.8081
10698	327.4019
10699	324.77448
10700	201.92169
10701	310.6292
10702	282.35852
10703	197.4268
10704	331.3925
10705	305.44034
10706	296.9821
10707	306.6174
10708	312.36462
10709	232.73445
10710	237.5812
10711	308.95624
10712	319.6194
10713	247.17253
10714	144.11984
10715	315.62848
10716	271.11627
10717	264.71664
10718	325.42422
10719	327.50302
10720	309.93726
10721	315.29706
10722	308.64218
10723	320.69766
10724	324.02325
10725	331.9348
10726	300.9704
10727	282.91217
10728	207.5846
10729	267.18866
10730	289.91986
10731	307.9616
10732	301.0462
10733	303.17157
10734	314.57703
10735	333.8601
10736	283.33612
10737	294.00446
10738	318.38995
10739	327.07135
10740	309.3878
10741	320.21198
10742	257.20087
10743	288.57916
10744	332.80624
10745	301.30756
10746	304.62955
10747	298.46136
10748	239.66264
10749	281.47217
10750	180.46884
10751	274.1875
10752	311.57953
10753	321.33923
10754	324.0423
10755	281.75336
10756	302.33594
10757	322.58682
10758	291.7986
10759	306.76382
10760	253.48843
10761	311.33542
10762	331.07626
10763	319.71222
10764	314.0169
10765	337.3272
10766	269.63547
10767	312.47433
10768	336.8645
10769	299.78848
10770	309.70013
10771	307.4815
10772	321.0341
10773	317.48615
10774	317.27106
10775	292.97552
10776	334.3859
10777	330.2149
10778	314.7447
10779	228.65976
10780	316.43793
10781	303.25168
10782	307.427
10783	302.2311
10784	322.10077
10785	329.8728
10786	303.8554
10787	320.3175
10788	221.87234
10789	315.93854
10790	311.84134
10791	332.92047
10792	255.92676
10793	320.74945
10794	160.85909
10795	323.4234
10796	300.94403
10797	287.2741
10798	321.1522
10799	260.73944
10800	331.38065
10801	330.46674
10802	295.90475
10803	310.08267
10804	261.81885
10805	274.19855
10806	315.75348
10807	318.0236
10808	300.08392
10809	296.79657
10810	306.34216
10811	324.79044
10812	325.1706
10813	318.5237
10814	328.2426
10815	327.3247
10816	198.81577
10817	308.69434
10818	282.05823
10819	312.34766
10820	326.2689
10821	329.04532
10822	320.31116
10823	280.84067
10824	291.1151
10825	294.34348
10826	291.5954
10827	322.43735
10828	320.13446
10829	333.884
10830	322.20685
10831	236.51901
10832	301.466
10833	223.70454
10834	292.97214
10835	258.4743
10836	306.67938
10837	287.89362
10838	297.048
10839	311.21985
10840	293.96753
10841	279.01166
10842	321.2172
10843	291.89896
10844	275.7259
10845	296.95767
10846	301.44373
10847	323.8875
10848	307.42145
10849	321.1029
10850	237.83887
10851	282.82855
10852	310.66888
10853	293.1103
10854	308.23633
10855	215.23335
10856	315.2716
10857	291.2414
10858	187.09854
10859	298.31024
10860	320.27896
10861	313.81906
10862	309.25568
10863	286.70514
10864	298.3453
10865	306.29767
10866	250.88066
10867	320.60696
10868	243.33386
10869	315.34955
10870	310.19736
10871	326.29712
10872	295.31723
10873	297.32022
10874	226.68819
10875	316.80365
10876	316.10373
10877	287.2725
10878	224.82812
10879	258.91074
10880	310.68292
